student_id,weakest_sub,weakest_sub_enc,addition_score,addition_ratio,addition_correct,comparing_fractions_score,comparing_fractions_ratio,comparing_fractions_correct,division_score,division_ratio,division_correct,fraction_to_decimal_score,fraction_to_decimal_ratio,fraction_to_decimal_correct,multiplication_score,multiplication_ratio,multiplication_correct,ordering_fractions_score,ordering_fractions_ratio,ordering_fractions_correct,simplifying_fractions_score,simplifying_fractions_ratio,simplifying_fractions_correct,subtraction_score,subtraction_ratio,subtraction_correct
S06306,Simplifying Fractions,6,20,1.0,5,12,0.6,3,16,0.8,4,16,0.8,4,20,1.0,5,12,0.6,3,8,0.4,2,8,0.4,2
S00065,Division,2,16,0.8,3,20,1.0,5,6,0.3,1,16,0.8,3,10,0.5,2,14,0.7,3,6,0.3,1,10,0.5,1
S00532,Multiplication,4,10,0.5,2,8,0.4,2,8,0.4,1,16,0.8,4,4,0.2,0,4,0.2,1,8,0.4,1,16,0.8,4
S00661,Subtraction,7,14,0.7,2,18,0.9,4,18,0.9,4,14,0.7,3,12,0.6,2,12,0.6,2,16,0.8,4,4,0.2,0
S01694,Addition,0,8,0.4,2,12,0.6,3,12,0.6,3,16,0.8,4,16,0.8,3,20,1.0,5,16,0.8,3,16,0.8,4
S05220,Ordering Fractions,5,8,0.4,2,14,0.7,3,4,0.2,1,12,0.6,3,20,1.0,5,0,0.0,0,8,0.4,2,16,0.8,4
S05493,Addition,0,0,0.0,0,10,0.5,2,12,0.6,3,0,0.0,0,8,0.4,2,6,0.3,1,12,0.6,3,10,0.5,2
S03809,Addition,0,4,0.2,1,14,0.7,3,16,0.8,4,6,0.3,1,14,0.7,3,16,0.8,4,20,1.0,5,16,0.8,4
S03357,Subtraction,7,12,0.6,3,8,0.4,2,6,0.3,1,12,0.6,3,12,0.6,2,12,0.6,3,8,0.4,2,6,0.3,1
S06374,Simplifying Fractions,6,4,0.2,1,12,0.6,3,8,0.4,2,8,0.4,2,8,0.4,2,12,0.6,3,4,0.2,1,8,0.4,2
S01813,Division,2,14,0.7,3,14,0.7,3,4,0.2,1,6,0.3,1,16,0.8,4,14,0.7,2,14,0.7,3,10,0.5,2
S00693,Simplifying Fractions,6,12,0.6,3,12,0.6,2,20,1.0,5,12,0.6,3,12,0.6,2,16,0.8,3,4,0.2,0,16,0.8,4
S00151,Ordering Fractions,5,16,0.8,4,6,0.3,0,14,0.7,2,4,0.2,1,12,0.6,3,4,0.2,0,12,0.6,3,14,0.7,3
S02794,Division,2,14,0.7,3,14,0.7,3,8,0.4,1,16,0.8,4,12,0.6,3,12,0.6,3,16,0.8,3,18,0.9,4
S01125,Fraction to Decimal,3,10,0.5,2,20,1.0,5,16,0.8,4,6,0.3,1,14,0.7,3,12,0.6,3,12,0.6,3,12,0.6,3
S04079,Multiplication,4,8,0.4,2,16,0.8,4,20,1.0,5,8,0.4,2,0,0.0,0,10,0.5,1,12,0.6,3,18,0.9,4
S05825,Fraction to Decimal,3,12,0.6,3,8,0.4,2,12,0.6,3,2,0.1,0,8,0.4,2,12,0.6,3,10,0.5,2,12,0.6,3
S05620,Division,2,16,0.8,4,0,0.0,0,0,0.0,0,0,0.0,0,18,0.9,4,20,1.0,5,10,0.5,2,0,0.0,0
S02821,Comparing Fractions,1,12,0.6,3,4,0.2,1,20,1.0,5,12,0.6,3,10,0.5,2,8,0.4,2,14,0.7,2,16,0.8,4
S02189,Subtraction,7,16,0.8,4,12,0.6,3,16,0.8,3,8,0.4,2,14,0.7,2,16,0.8,3,12,0.6,3,6,0.3,1
S03393,Subtraction,7,4,0.2,0,6,0.3,1,14,0.7,3,10,0.5,2,12,0.6,2,12,0.6,3,14,0.7,3,2,0.1,0
S02007,Addition,0,8,0.4,2,12,0.6,2,16,0.8,4,18,0.9,4,10,0.5,2,10,0.5,2,12,0.6,3,12,0.6,3
S06328,Simplifying Fractions,6,16,0.8,4,12,0.6,3,4,0.2,1,12,0.6,3,8,0.4,2,16,0.8,4,4,0.2,1,4,0.2,1
S03555,Fraction to Decimal,3,12,0.6,2,16,0.8,4,16,0.8,4,10,0.5,2,12,0.6,2,10,0.5,2,18,0.9,4,12,0.6,3
S05927,Ordering Fractions,5,16,0.8,4,14,0.7,3,8,0.4,2,12,0.6,3,8,0.4,2,0,0.0,0,12,0.6,3,4,0.2,1
S00479,Multiplication,4,16,0.8,4,16,0.8,4,14,0.7,3,12,0.6,2,8,0.4,2,12,0.6,3,14,0.7,3,16,0.8,3
S01613,Division,2,14,0.7,3,8,0.4,2,0,0.0,0,8,0.4,2,10,0.5,2,12,0.6,2,8,0.4,2,16,0.8,4
S05940,Fraction to Decimal,3,20,1.0,5,20,1.0,5,14,0.7,3,2,0.1,0,4,0.2,1,10,0.5,2,10,0.5,2,16,0.8,4
S03563,Simplifying Fractions,6,16,0.8,4,16,0.8,4,12,0.6,3,16,0.8,4,10,0.5,2,16,0.8,4,8,0.4,2,12,0.6,2
S02283,Simplifying Fractions,6,16,0.8,4,14,0.7,3,16,0.8,4,12,0.6,2,14,0.7,3,16,0.8,3,6,0.3,1,8,0.4,2
S00526,Comparing Fractions,1,10,0.5,2,4,0.2,0,16,0.8,4,14,0.7,3,18,0.9,4,6,0.3,1,10,0.5,2,6,0.3,1
S03954,Ordering Fractions,5,16,0.8,4,8,0.4,1,8,0.4,2,16,0.8,3,14,0.7,3,6,0.3,1,8,0.4,1,8,0.4,2
S05688,Simplifying Fractions,6,8,0.4,2,12,0.6,3,12,0.6,3,20,1.0,5,12,0.6,3,10,0.5,2,6,0.3,1,8,0.4,2
S00209,Ordering Fractions,5,14,0.7,3,12,0.6,3,16,0.8,4,12,0.6,3,18,0.9,4,8,0.4,1,12,0.6,3,10,0.5,1
S03976,Multiplication,4,16,0.8,4,20,1.0,5,16,0.8,4,14,0.7,3,10,0.5,2,18,0.9,4,14,0.7,3,16,0.8,4
S00061,Subtraction,7,14,0.7,3,12,0.6,2,16,0.8,4,6,0.3,1,18,0.9,4,12,0.6,3,12,0.6,3,4,0.2,0
S05787,Fraction to Decimal,3,18,0.9,4,12,0.6,3,12,0.6,3,0,0.0,0,12,0.6,3,20,1.0,5,8,0.4,2,8,0.4,2
S04020,Multiplication,4,8,0.4,2,12,0.6,3,6,0.3,1,16,0.8,4,4,0.2,1,12,0.6,3,18,0.9,4,18,0.9,4
S05344,Simplifying Fractions,6,12,0.6,3,16,0.8,4,16,0.8,4,12,0.6,3,20,1.0,5,12,0.6,3,12,0.6,3,12,0.6,3
S03679,Multiplication,4,8,0.4,1,12,0.6,3,12,0.6,3,10,0.5,2,4,0.2,1,14,0.7,3,12,0.6,2,8,0.4,2
S02077,Addition,0,8,0.4,2,18,0.9,4,10,0.5,2,16,0.8,4,10,0.5,1,12,0.6,2,8,0.4,2,12,0.6,2
S03208,Subtraction,7,16,0.8,4,20,1.0,5,14,0.7,3,8,0.4,2,12,0.6,2,20,1.0,5,8,0.4,2,4,0.2,0
S01681,Addition,0,2,0.1,0,16,0.8,3,8,0.4,2,4,0.2,1,12,0.6,3,16,0.8,4,4,0.2,0,12,0.6,3
S02753,Comparing Fractions,1,20,1.0,5,6,0.3,1,14,0.7,3,12,0.6,3,12,0.6,2,6,0.3,1,14,0.7,2,12,0.6,2
S01577,Subtraction,7,8,0.4,1,18,0.9,4,10,0.5,1,16,0.8,4,14,0.7,3,12,0.6,2,10,0.5,2,6,0.3,1
S04506,Comparing Fractions,1,16,0.8,3,8,0.4,1,10,0.5,2,12,0.6,2,16,0.8,3,18,0.9,4,10,0.5,2,16,0.8,4
S00829,Fraction to Decimal,3,16,0.8,4,20,1.0,5,8,0.4,0,2,0.1,0,16,0.8,3,10,0.5,2,18,0.9,4,12,0.6,2
S04263,Addition,0,4,0.2,1,20,1.0,5,8,0.4,1,8,0.4,1,14,0.7,2,16,0.8,4,12,0.6,3,14,0.7,3
S01516,Ordering Fractions,5,16,0.8,4,8,0.4,2,10,0.5,2,12,0.6,3,8,0.4,2,4,0.2,1,18,0.9,4,16,0.8,4
S04404,Division,2,16,0.8,4,16,0.8,4,10,0.5,2,14,0.7,2,12,0.6,2,14,0.7,3,20,1.0,5,12,0.6,3
S04430,Fraction to Decimal,3,20,1.0,5,16,0.8,4,14,0.7,3,10,0.5,2,20,1.0,5,12,0.6,3,10,0.5,2,16,0.8,3
S01726,Simplifying Fractions,6,16,0.8,3,20,1.0,5,10,0.5,2,12,0.6,3,12,0.6,3,8,0.4,2,8,0.4,2,14,0.7,3
S05765,Addition,0,4,0.2,1,16,0.8,4,8,0.4,2,12,0.6,3,8,0.4,2,20,1.0,5,8,0.4,2,20,1.0,5
S03467,Multiplication,4,12,0.6,3,6,0.3,0,18,0.9,4,8,0.4,1,4,0.2,1,12,0.6,3,8,0.4,2,14,0.7,3
S03343,Division,2,14,0.7,3,20,1.0,5,4,0.2,1,8,0.4,1,4,0.2,1,16,0.8,3,14,0.7,3,14,0.7,3
S04199,Division,2,14,0.7,3,16,0.8,4,6,0.3,1,10,0.5,2,16,0.8,4,10,0.5,2,12,0.6,3,20,1.0,5
S05362,Subtraction,7,10,0.5,2,12,0.6,3,14,0.7,3,8,0.4,2,8,0.4,2,14,0.7,3,14,0.7,3,4,0.2,1
S02184,Subtraction,7,16,0.8,4,20,1.0,5,20,1.0,5,14,0.7,3,14,0.7,3,8,0.4,1,14,0.7,3,8,0.4,2
S04882,Comparing Fractions,1,10,0.5,1,4,0.2,1,16,0.8,3,10,0.5,1,14,0.7,3,16,0.8,4,8,0.4,1,14,0.7,3
S03272,Comparing Fractions,1,6,0.3,1,4,0.2,1,16,0.8,4,12,0.6,2,12,0.6,3,12,0.6,3,14,0.7,3,14,0.7,3
S05775,Multiplication,4,16,0.8,4,16,0.8,4,12,0.6,3,14,0.7,3,10,0.5,2,12,0.6,3,20,1.0,5,20,1.0,5
S04186,Ordering Fractions,5,16,0.8,4,14,0.7,3,14,0.7,3,16,0.8,3,16,0.8,4,8,0.4,2,14,0.7,3,20,1.0,5
S00276,Ordering Fractions,5,12,0.6,1,12,0.6,3,12,0.6,3,12,0.6,3,16,0.8,4,10,0.5,2,18,0.9,4,16,0.8,4
S01479,Division,2,8,0.4,1,10,0.5,1,6,0.3,0,10,0.5,2,14,0.7,3,18,0.9,4,10,0.5,2,16,0.8,4
S00048,Comparing Fractions,1,12,0.6,3,4,0.2,1,16,0.8,4,10,0.5,2,20,1.0,5,12,0.6,3,14,0.7,3,14,0.7,3
S04947,Comparing Fractions,1,12,0.6,3,6,0.3,1,12,0.6,3,20,1.0,5,16,0.8,3,14,0.7,3,8,0.4,2,14,0.7,3
S01719,Simplifying Fractions,6,8,0.4,2,20,1.0,5,10,0.5,2,16,0.8,3,18,0.9,4,6,0.3,0,4,0.2,0,12,0.6,1
S02078,Comparing Fractions,1,6,0.3,1,4,0.2,1,18,0.9,4,12,0.6,3,16,0.8,4,10,0.5,2,12,0.6,2,12,0.6,3
S00729,Ordering Fractions,5,12,0.6,3,12,0.6,3,14,0.7,3,10,0.5,1,14,0.7,2,8,0.4,1,10,0.5,1,10,0.5,2
S02833,Division,2,8,0.4,1,10,0.5,2,4,0.2,1,10,0.5,2,12,0.6,3,10,0.5,1,10,0.5,2,16,0.8,4
S01182,Division,2,14,0.7,3,10,0.5,2,8,0.4,2,10,0.5,2,12,0.6,3,10,0.5,2,10,0.5,2,16,0.8,4
S04997,Multiplication,4,12,0.6,2,12,0.6,2,14,0.7,3,12,0.6,3,8,0.4,1,16,0.8,3,12,0.6,3,14,0.7,3
S05421,Simplifying Fractions,6,18,0.9,4,4,0.2,1,16,0.8,4,4,0.2,1,16,0.8,4,10,0.5,2,4,0.2,1,12,0.6,3
S03155,Addition,0,6,0.3,0,8,0.4,0,12,0.6,3,12,0.6,3,16,0.8,4,10,0.5,2,12,0.6,3,10,0.5,1
S01598,Simplifying Fractions,6,8,0.4,2,14,0.7,3,8,0.4,1,8,0.4,2,6,0.3,1,12,0.6,3,6,0.3,1,10,0.5,2
S01489,Division,2,16,0.8,3,12,0.6,3,4,0.2,0,4,0.2,0,10,0.5,2,6,0.3,1,6,0.3,1,10,0.5,2
S00901,Subtraction,7,10,0.5,2,4,0.2,0,8,0.4,1,10,0.5,1,8,0.4,2,8,0.4,2,6,0.3,1,4,0.2,1
S04206,Ordering Fractions,5,8,0.4,2,10,0.5,2,16,0.8,4,8,0.4,0,12,0.6,2,4,0.2,0,10,0.5,2,16,0.8,4
S01154,Ordering Fractions,5,16,0.8,4,20,1.0,5,12,0.6,3,16,0.8,4,12,0.6,2,6,0.3,1,8,0.4,2,8,0.4,2
S05885,Ordering Fractions,5,8,0.4,2,18,0.9,4,20,1.0,5,8,0.4,2,8,0.4,2,4,0.2,1,8,0.4,2,8,0.4,2
S03899,Multiplication,4,14,0.7,3,6,0.3,1,6,0.3,1,6,0.3,1,2,0.1,0,14,0.7,3,12,0.6,3,10,0.5,2
S04438,Comparing Fractions,1,14,0.7,3,8,0.4,2,12,0.6,2,12,0.6,1,12,0.6,2,8,0.4,1,8,0.4,1,16,0.8,4
S00234,Simplifying Fractions,6,18,0.9,4,16,0.8,4,16,0.8,4,8,0.4,2,12,0.6,3,8,0.4,2,6,0.3,1,10,0.5,2
S05780,Multiplication,4,16,0.8,4,8,0.4,2,14,0.7,3,16,0.8,4,2,0.1,0,12,0.6,3,10,0.5,2,4,0.2,1
S01635,Subtraction,7,8,0.4,2,8,0.4,1,10,0.5,1,10,0.5,2,12,0.6,3,14,0.7,3,16,0.8,3,6,0.3,1
S05240,Ordering Fractions,5,16,0.8,4,8,0.4,2,18,0.9,4,20,1.0,5,16,0.8,4,0,0.0,0,20,1.0,5,12,0.6,3
S06216,Comparing Fractions,1,20,1.0,5,4,0.2,1,8,0.4,2,8,0.4,2,8,0.4,2,16,0.8,4,8,0.4,2,4,0.2,1
S00228,Comparing Fractions,1,6,0.3,1,4,0.2,1,6,0.3,1,12,0.6,3,12,0.6,3,4,0.2,1,10,0.5,2,10,0.5,2
S03403,Multiplication,4,12,0.6,3,10,0.5,2,12,0.6,3,8,0.4,2,8,0.4,2,14,0.7,3,16,0.8,4,12,0.6,2
S01843,Comparing Fractions,1,10,0.5,2,8,0.4,2,14,0.7,3,10,0.5,1,18,0.9,4,10,0.5,2,12,0.6,2,12,0.6,3
S02484,Fraction to Decimal,3,12,0.6,3,20,1.0,5,18,0.9,4,8,0.4,1,14,0.7,3,14,0.7,3,16,0.8,4,12,0.6,3
S05815,Simplifying Fractions,6,16,0.8,4,18,0.9,4,12,0.6,3,8,0.4,2,16,0.8,4,12,0.6,3,0,0.0,0,6,0.3,1
S04917,Ordering Fractions,5,18,0.9,4,4,0.2,1,16,0.8,4,18,0.9,4,14,0.7,3,2,0.1,0,12,0.6,2,12,0.6,2
S01258,Comparing Fractions,1,18,0.9,4,6,0.3,1,20,1.0,5,14,0.7,3,10,0.5,2,16,0.8,4,14,0.7,3,6,0.3,1
S03189,Ordering Fractions,5,16,0.8,4,16,0.8,3,16,0.8,4,12,0.6,2,12,0.6,3,12,0.6,3,12,0.6,3,16,0.8,4
S00542,Multiplication,4,18,0.9,4,6,0.3,1,12,0.6,2,16,0.8,3,0,0.0,0,4,0.2,0,8,0.4,2,12,0.6,2
S00945,Comparing Fractions,1,12,0.6,3,4,0.2,1,20,1.0,5,12,0.6,2,14,0.7,3,18,0.9,4,10,0.5,1,14,0.7,3
S02401,Simplifying Fractions,6,14,0.7,3,12,0.6,2,14,0.7,3,14,0.7,3,18,0.9,4,18,0.9,4,8,0.4,2,10,0.5,2
S00332,Ordering Fractions,5,12,0.6,3,14,0.7,3,12,0.6,2,18,0.9,4,14,0.7,3,12,0.6,3,16,0.8,4,14,0.7,3
S01733,Ordering Fractions,5,14,0.7,3,14,0.7,3,20,1.0,5,12,0.6,3,14,0.7,3,12,0.6,3,12,0.6,3,14,0.7,3
S05472,Comparing Fractions,1,14,0.7,3,4,0.2,1,4,0.2,1,4,0.2,1,16,0.8,4,8,0.4,2,12,0.6,3,18,0.9,4
S00225,Ordering Fractions,5,20,1.0,5,16,0.8,4,8,0.4,2,14,0.7,3,16,0.8,4,8,0.4,2,14,0.7,3,14,0.7,3
S04865,Comparing Fractions,1,8,0.4,1,6,0.3,1,14,0.7,3,18,0.9,4,10,0.5,2,8,0.4,2,8,0.4,2,14,0.7,3
S03380,Ordering Fractions,5,16,0.8,4,12,0.6,3,12,0.6,2,18,0.9,4,16,0.8,4,6,0.3,1,16,0.8,3,14,0.7,3
S04256,Addition,0,6,0.3,1,12,0.6,3,10,0.5,2,10,0.5,2,14,0.7,3,14,0.7,3,10,0.5,2,14,0.7,3
S02490,Addition,0,2,0.1,0,12,0.6,3,16,0.8,4,4,0.2,0,20,1.0,5,14,0.7,2,18,0.9,4,10,0.5,2
S00442,Comparing Fractions,1,12,0.6,3,4,0.2,1,6,0.3,1,18,0.9,4,14,0.7,2,20,1.0,5,8,0.4,2,12,0.6,2
S01048,Fraction to Decimal,3,6,0.3,1,12,0.6,3,18,0.9,4,4,0.2,1,12,0.6,3,12,0.6,3,8,0.4,1,20,1.0,5
S01637,Fraction to Decimal,3,14,0.7,3,6,0.3,1,10,0.5,2,4,0.2,1,8,0.4,1,16,0.8,3,18,0.9,4,10,0.5,2
S00291,Fraction to Decimal,3,8,0.4,2,14,0.7,3,16,0.8,4,6,0.3,1,16,0.8,3,16,0.8,3,16,0.8,4,16,0.8,4
S02439,Division,2,12,0.6,2,8,0.4,2,0,0.0,0,12,0.6,2,16,0.8,3,16,0.8,4,12,0.6,2,6,0.3,1
S05773,Addition,0,4,0.2,1,20,1.0,5,6,0.3,1,16,0.8,4,12,0.6,3,12,0.6,3,4,0.2,1,18,0.9,4
S05578,Division,2,20,1.0,5,16,0.8,4,8,0.4,2,14,0.7,3,16,0.8,4,16,0.8,4,20,1.0,5,16,0.8,4
S00567,Simplifying Fractions,6,10,0.5,2,18,0.9,4,12,0.6,3,12,0.6,2,12,0.6,3,8,0.4,2,6,0.3,1,12,0.6,2
S01496,Multiplication,4,16,0.8,4,12,0.6,2,16,0.8,4,10,0.5,2,8,0.4,2,12,0.6,3,16,0.8,4,12,0.6,3
S05574,Addition,0,4,0.2,1,18,0.9,4,8,0.4,2,18,0.9,4,16,0.8,4,16,0.8,4,18,0.9,4,16,0.8,4
S02286,Comparing Fractions,1,6,0.3,1,2,0.1,0,12,0.6,2,6,0.3,1,10,0.5,2,12,0.6,2,12,0.6,3,16,0.8,4
S01086,Subtraction,7,14,0.7,3,6,0.3,1,10,0.5,2,6,0.3,1,4,0.2,0,8,0.4,0,6,0.3,1,4,0.2,1
S05884,Multiplication,4,8,0.4,2,16,0.8,4,12,0.6,3,8,0.4,2,4,0.2,1,8,0.4,2,4,0.2,1,14,0.7,3
S01810,Addition,0,6,0.3,1,10,0.5,2,14,0.7,3,18,0.9,4,8,0.4,2,14,0.7,3,12,0.6,2,14,0.7,3
S03120,Multiplication,4,8,0.4,1,14,0.7,3,8,0.4,1,10,0.5,2,2,0.1,0,10,0.5,1,14,0.7,3,6,0.3,1
S02123,Division,2,8,0.4,1,12,0.6,2,2,0.1,0,6,0.3,0,14,0.7,3,16,0.8,4,6,0.3,1,4,0.2,0
S06262,Subtraction,7,16,0.8,4,8,0.4,2,16,0.8,4,8,0.4,2,8,0.4,2,4,0.2,1,4,0.2,1,4,0.2,1
S04603,Fraction to Decimal,3,14,0.7,3,8,0.4,2,16,0.8,3,6,0.3,1,10,0.5,2,18,0.9,4,16,0.8,4,12,0.6,3
S04888,Division,2,10,0.5,2,16,0.8,4,2,0.1,0,10,0.5,2,10,0.5,2,10,0.5,1,14,0.7,3,6,0.3,1
S00366,Addition,0,4,0.2,1,8,0.4,1,8,0.4,2,18,0.9,4,8,0.4,2,6,0.3,1,16,0.8,3,12,0.6,3
S04705,Division,2,8,0.4,1,12,0.6,3,6,0.3,1,8,0.4,1,12,0.6,3,12,0.6,2,12,0.6,3,12,0.6,2
S05485,Subtraction,7,8,0.4,2,14,0.7,3,16,0.8,4,16,0.8,4,8,0.4,2,8,0.4,2,14,0.7,3,4,0.2,1
S00714,Simplifying Fractions,6,20,1.0,5,12,0.6,3,14,0.7,3,20,1.0,5,10,0.5,2,16,0.8,4,10,0.5,2,16,0.8,4
S01865,Fraction to Decimal,3,12,0.6,2,12,0.6,3,16,0.8,3,8,0.4,2,8,0.4,2,10,0.5,1,10,0.5,1,8,0.4,1
S02871,Comparing Fractions,1,12,0.6,2,6,0.3,1,14,0.7,3,16,0.8,3,10,0.5,2,12,0.6,3,6,0.3,1,10,0.5,2
S00541,Multiplication,4,12,0.6,2,14,0.7,3,16,0.8,4,16,0.8,4,8,0.4,1,10,0.5,2,12,0.6,2,12,0.6,2
S04454,Comparing Fractions,1,16,0.8,3,2,0.1,0,12,0.6,3,10,0.5,2,12,0.6,3,6,0.3,1,14,0.7,3,8,0.4,2
S00452,Subtraction,7,12,0.6,3,14,0.7,3,14,0.7,3,12,0.6,3,14,0.7,3,18,0.9,4,20,1.0,5,8,0.4,2
S02976,Division,2,16,0.8,4,8,0.4,2,6,0.3,1,16,0.8,4,8,0.4,2,8,0.4,2,8,0.4,2,12,0.6,3
S03425,Simplifying Fractions,6,12,0.6,2,10,0.5,2,20,1.0,5,14,0.7,3,18,0.9,4,12,0.6,3,10,0.5,2,20,1.0,5
S03540,Division,2,16,0.8,4,14,0.7,3,6,0.3,0,14,0.7,3,14,0.7,3,16,0.8,4,10,0.5,2,16,0.8,3
S00169,Subtraction,7,10,0.5,2,10,0.5,2,6,0.3,1,14,0.7,3,14,0.7,3,12,0.6,2,14,0.7,3,4,0.2,0
S04884,Addition,0,8,0.4,2,12,0.6,2,12,0.6,3,8,0.4,2,8,0.4,2,18,0.9,4,14,0.7,3,14,0.7,3
S04257,Fraction to Decimal,3,20,1.0,5,18,0.9,4,12,0.6,3,6,0.3,1,18,0.9,4,14,0.7,2,10,0.5,2,12,0.6,3
S02307,Simplifying Fractions,6,12,0.6,3,10,0.5,1,4,0.2,1,10,0.5,2,16,0.8,3,6,0.3,1,4,0.2,0,6,0.3,1
S00568,Fraction to Decimal,3,6,0.3,1,12,0.6,2,8,0.4,1,4,0.2,1,12,0.6,1,16,0.8,4,16,0.8,3,14,0.7,3
S00718,Division,2,18,0.9,4,12,0.6,3,6,0.3,1,8,0.4,1,12,0.6,3,18,0.9,4,20,1.0,5,12,0.6,3
S04944,Multiplication,4,16,0.8,4,20,1.0,5,8,0.4,0,10,0.5,2,6,0.3,1,10,0.5,2,14,0.7,3,14,0.7,3
S02569,Division,2,20,1.0,5,6,0.3,1,4,0.2,1,16,0.8,3,16,0.8,4,16,0.8,4,12,0.6,3,10,0.5,2
S05929,Multiplication,4,8,0.4,2,12,0.6,3,16,0.8,4,8,0.4,2,0,0.0,0,0,0.0,0,12,0.6,3,16,0.8,4
S03149,Comparing Fractions,1,14,0.7,3,8,0.4,2,12,0.6,3,10,0.5,2,8,0.4,2,18,0.9,4,14,0.7,3,16,0.8,4
S04374,Ordering Fractions,5,8,0.4,2,8,0.4,1,12,0.6,2,12,0.6,3,10,0.5,2,4,0.2,1,10,0.5,2,14,0.7,3
S01605,Division,2,18,0.9,4,8,0.4,2,6,0.3,1,10,0.5,2,18,0.9,4,20,1.0,5,16,0.8,3,14,0.7,3
S06010,Comparing Fractions,1,12,0.6,3,4,0.2,1,12,0.6,3,8,0.4,2,8,0.4,2,16,0.8,4,12,0.6,3,12,0.6,3
S01508,Division,2,16,0.8,4,20,1.0,5,8,0.4,2,14,0.7,3,10,0.5,2,12,0.6,3,16,0.8,4,8,0.4,2
S05009,Addition,0,0,0.0,0,12,0.6,3,12,0.6,3,6,0.3,1,16,0.8,4,14,0.7,3,20,1.0,5,2,0.1,0
S04753,Addition,0,8,0.4,2,12,0.6,3,16,0.8,3,12,0.6,2,10,0.5,2,12,0.6,3,16,0.8,4,14,0.7,3
S01777,Division,2,12,0.6,3,12,0.6,3,0,0.0,0,4,0.2,1,14,0.7,3,12,0.6,3,10,0.5,2,20,1.0,5
S04176,Addition,0,12,0.6,3,12,0.6,2,14,0.7,3,14,0.7,3,16,0.8,4,16,0.8,4,12,0.6,3,14,0.7,2
S04456,Addition,0,8,0.4,1,16,0.8,4,16,0.8,3,8,0.4,1,14,0.7,3,20,1.0,5,14,0.7,3,8,0.4,2
S01423,Addition,0,8,0.4,2,8,0.4,2,20,1.0,5,8,0.4,1,8,0.4,1,10,0.5,2,8,0.4,1,8,0.4,1
S05004,Subtraction,7,12,0.6,3,12,0.6,3,12,0.6,3,8,0.4,2,12,0.6,3,16,0.8,4,10,0.5,2,4,0.2,1
S01495,Division,2,12,0.6,2,16,0.8,4,10,0.5,2,16,0.8,3,20,1.0,5,14,0.7,3,12,0.6,3,12,0.6,3
S05411,Ordering Fractions,5,8,0.4,2,10,0.5,2,8,0.4,2,4,0.2,1,4,0.2,1,0,0.0,0,6,0.3,1,14,0.7,3
S04952,Simplifying Fractions,6,12,0.6,3,8,0.4,2,12,0.6,2,8,0.4,2,12,0.6,3,12,0.6,2,4,0.2,1,16,0.8,4
S00085,Division,2,12,0.6,3,18,0.9,4,8,0.4,2,12,0.6,2,8,0.4,1,16,0.8,4,8,0.4,2,10,0.5,2
S00888,Fraction to Decimal,3,16,0.8,4,16,0.8,4,16,0.8,4,10,0.5,2,12,0.6,3,16,0.8,4,16,0.8,4,16,0.8,3
S00443,Fraction to Decimal,3,16,0.8,4,18,0.9,4,10,0.5,2,4,0.2,0,10,0.5,1,12,0.6,2,10,0.5,2,8,0.4,2
S02167,Comparing Fractions,1,8,0.4,2,8,0.4,1,18,0.9,4,18,0.9,4,16,0.8,4,8,0.4,2,10,0.5,2,8,0.4,1
S02532,Comparing Fractions,1,12,0.6,2,10,0.5,2,18,0.9,4,14,0.7,3,10,0.5,2,16,0.8,4,12,0.6,3,20,1.0,5
S04072,Addition,0,8,0.4,1,16,0.8,3,8,0.4,1,8,0.4,1,16,0.8,4,8,0.4,2,8,0.4,1,16,0.8,4
S05894,Subtraction,7,10,0.5,2,10,0.5,2,14,0.7,3,8,0.4,2,14,0.7,3,6,0.3,1,12,0.6,3,0,0.0,0
S01246,Comparing Fractions,1,6,0.3,1,4,0.2,1,14,0.7,3,8,0.4,1,14,0.7,3,4,0.2,1,4,0.2,0,18,0.9,4
S03824,Simplifying Fractions,6,12,0.6,3,20,1.0,5,10,0.5,2,10,0.5,1,12,0.6,2,8,0.4,2,4,0.2,1,14,0.7,3
S02550,Addition,0,8,0.4,2,12,0.6,3,18,0.9,4,12,0.6,3,12,0.6,3,10,0.5,2,8,0.4,2,12,0.6,2
S03743,Subtraction,7,14,0.7,3,10,0.5,2,10,0.5,2,16,0.8,4,14,0.7,3,8,0.4,2,16,0.8,3,6,0.3,1
S04520,Subtraction,7,10,0.5,2,12,0.6,2,12,0.6,3,10,0.5,2,12,0.6,1,16,0.8,4,20,1.0,5,0,0.0,0
S01371,Simplifying Fractions,6,8,0.4,1,14,0.7,3,12,0.6,3,14,0.7,3,10,0.5,2,14,0.7,3,6,0.3,1,16,0.8,3
S04618,Division,2,8,0.4,1,12,0.6,3,8,0.4,1,14,0.7,2,8,0.4,2,12,0.6,3,12,0.6,3,18,0.9,4
S00913,Ordering Fractions,5,16,0.8,4,12,0.6,3,14,0.7,3,12,0.6,2,16,0.8,4,8,0.4,2,18,0.9,4,12,0.6,3
S05826,Addition,0,2,0.1,0,20,1.0,5,20,1.0,5,8,0.4,2,16,0.8,4,16,0.8,4,8,0.4,2,12,0.6,3
S03846,Ordering Fractions,5,12,0.6,3,16,0.8,4,16,0.8,4,8,0.4,1,14,0.7,3,8,0.4,2,14,0.7,3,20,1.0,5
